field,footprint,centre_freq_mhz,footprint_pitch_deg,footprint_rota_deg,pol_axis_deg,variant,beam,mean_dQ,std_dQ,mean_dU,std_dU,n_obs
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,0,0.1093,0.043699,-0.10785,0.001768,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,1,0.2191,0.041154,0.0141,0.000849,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,2,-0.56605,0.023405,0.0345,0.00495,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,3,0.0351,0.037052,-0.01195,0.003182,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,4,-0.3397,0.114268,0.03115,0.004879,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,5,-0.81335,0.004596,0.0511,0.000141,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,6,-0.9097,0.067034,-0.01825,0.001626,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,7,-0.5836,0.152452,-0.0077,0.000283,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,8,-0.60075,0.151533,-0.03685,0.000354,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,9,-1.0315,0.05374,-0.00725,0.008697,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,10,-0.72315,0.149412,0.0094,0.004808,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,11,-0.4284,0.0338,0.03915,0.001061,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,12,-0.5677,0.029698,-0.0819,0.002121,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,13,-0.2968,0.107904,-0.02625,0.000778,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,14,-0.8277,0.050205,-0.0236,0.004525,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,15,-2.3872,0.022345,0.02345,0.001485,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,16,-0.64985,0.04179,0.02845,0.001485,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,17,1.02245,0.087611,0.0554,0.001131,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,18,1.14445,0.044477,-0.042,0.000424,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,19,0.84065,0.070923,-0.0255,0.001697,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,20,-0.417,0.051902,-0.00045,0.001202,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,21,-0.13885,0.119006,0.06365,0.002758,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,22,0.34515,0.03387,0.07815,0.002758,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,23,1.26065,0.03486,0.05675,7.1e-05,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,24,0.1369,0.075378,-0.02555,0.004172,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,25,-0.40105,0.077287,-0.0179,0.004101,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,26,-0.8383,0.129825,0.00125,0.001485,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,27,0.20385,0.091712,0.04145,0.002616,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,28,-0.4206,0.028284,0.00975,0.002899,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,29,0.8047,0.094187,0.01815,0.000778,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,30,0.9226,0.016688,-0.033,0.004525,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,31,-0.3023,0.048083,0.0189,0.003394,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,32,-0.4104,0.001556,0.017,0.006081,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,33,-2.2115,0.06562,0.0477,0.002546,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,34,-2.62905,0.016334,0.0647,0.003818,2
REF_1612-28,closepack36,920.5,0.9,45.0,-45.0,lcal,35,0.7533,0.106773,1.09075,0.022274,2
