# dQ/dU per-beam mean correction factors
# Generated  : 2026-03-20 15:00
# Source CSV : /Users/raj030/DATA/reffield-average/leakage_master_table.csv
# Selection  : manifest indices 14–49, excl '24-29'
# SB_REFs    : 30 contributing observations
# Footprint  : closepack36
# Weights ID : 5241
# Centre Freq: 920.5 MHz
# Pitch      : 0.9 deg
# Rotation   : 45.0 deg
# Pol Axis   : 0.0 deg (pa_fixed)
#
# Lookup usage:
#   grep 'REF_1324-28.*bpcal.*  12 ' dq_du_correction_factors.txt
#
# Columns:
#   field       reference field name
#   footprint   beam footprint name (from schedblock metadata)
#   wt_id       ODC weights ID (weights.id)
#   freq_MHz    beamformer centre frequency (MHz)
#   pitch_deg   beam footprint pitch (degrees)
#   rot_deg     footprint rotation angle (degrees)
#   pol_deg     polarisation axis angle (degrees, pa_fixed)
#   variant     calibration variant  (bpcal | lcal)
#   beam        beam index  (0–35)
#   mean_dQ     mean signed dQ/I (%) across all SB_REF × ODC observations
#   std_dQ      standard deviation of dQ/I (%)
#   mean_dU     mean signed dU/I (%) across all SB_REF × ODC observations
#   std_dU      standard deviation of dU/I (%)
#   n_obs       number of (SB_REF, ODC) data rows for this beam
#
field                     footprint          wt_id  freq_MHz  pitch_deg  rot_deg  pol_deg  variant   beam    mean_dQ    std_dQ    mean_dU    std_dU  n_obs
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        5    -0.2737    0.0000    +0.5473    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        6    +1.3190    0.0000    -0.0345    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        7    +0.4158    0.0000    -0.4983    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        8    +0.1419    0.0000    +0.0065    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        9    +0.3722    0.0000    +0.4284    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       10    +0.0232    0.0000    +0.5974    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       11    -0.3146    0.0000    +0.4890    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       12    +0.7937    0.0000    -0.0128    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       13    +0.0585    0.0000    -0.0586    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       14    +0.6193    0.0000    +0.0417    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       15    +0.2678    0.0000    +0.0172    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       16    +0.0962    0.0000    +0.2777    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       17    +0.0943    0.0000    +0.0430    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       18    +0.1720    0.0000    +0.1777    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       19    +1.1924    0.0000    +0.2487    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       20    -0.0564    0.0000    -0.0947    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       21    -0.3466    0.0000    +0.0949    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       22    -0.2178    0.0000    -0.1716    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       23    -0.3025    0.0000    +0.0902    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       24    -0.5677    0.0000    +0.0848    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       25    +0.5450    0.0000    +0.5109    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       26    +1.5487    0.0000    +0.2167    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       27    +0.3372    0.0000    -0.1095    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       28    +0.2734    0.0000    -0.8766    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       29    +0.2381    0.0000    +0.0093    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       30    -0.0116    0.0000    +0.1213    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       31    +0.4490    0.0000    -0.1176    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       32    +0.3575    0.0000    -0.1449    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       33    -0.2511    0.0000    -0.2906    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       34    -0.3437    0.0000    +0.3365    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       35    -0.0648    0.0000    -0.3123    0.0000      1

REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         0    -1.5926    0.0000    -0.1365    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         1    +0.3280    0.0000    +0.0255    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         2    +0.8039    0.0000    +0.0212    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         3    -0.1816    0.0000    -0.0071    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         4    -0.1627    0.0000    +0.0332    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         5    -0.2637    0.0000    +0.0511    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         6    +1.3044    0.0000    -0.0141    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         7    +0.4207    0.0000    -0.0138    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         8    +0.1449    0.0000    -0.0387    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         9    +0.3732    0.0000    -0.0044    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        10    +0.0288    0.0000    +0.0158    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        11    -0.3050    0.0000    +0.0260    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        12    +0.7600    0.0000    -0.0700    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        13    +0.0910    0.0000    -0.0323    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        14    +0.6429    0.0000    -0.0332    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        15    +0.2747    0.0000    +0.0193    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        16    +0.1087    0.0000    +0.0283    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        17    +0.1133    0.0000    +0.0552    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        18    +0.1911    0.0000    -0.0360    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        19    +1.2265    0.0000    -0.0247    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        20    -0.0298    0.0000    +0.0033    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        21    -0.3623    0.0000    +0.0635    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        22    -0.2015    0.0000    +0.0781    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        23    -0.2986    0.0000    +0.0593    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        24    -0.5775    0.0000    -0.0259    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        25    +0.5493    0.0000    -0.0190    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        26    +1.5743    0.0000    +0.0041    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        27    +0.3423    0.0000    +0.0445    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        28    +0.2048    0.0000    +0.0171    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        29    +0.2080    0.0000    +0.0120    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        30    -0.0202    0.0000    -0.0327    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        31    +0.4747    0.0000    +0.0207    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        32    +0.3093    0.0000    +0.0143    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        33    -0.2438    0.0000    +0.0475    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        34    -0.2714    0.0000    +0.0804    0.0000      1
REF_2300-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        35    -0.0758    0.0000    +1.0037    0.0000      1

REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        0    +0.1153    0.0568    -1.3268    0.0039      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        1    +0.2085    0.0252    +0.1590    0.0103      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        2    -0.5577    0.0375    -0.1055    0.0026      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        3    +0.0283    0.0320    +0.3966    0.0014      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        4    -0.3561    0.1338    +0.5786    0.0006      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        5    -0.8199    0.0076    +0.5201    0.0088      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        6    -0.9022    0.0466    -0.0406    0.0045      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        7    -0.6073    0.1280    -0.5039    0.0039      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        8    -0.6104    0.1695    +0.0238    0.0088      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal        9    -1.0402    0.0626    +0.4202    0.0012      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       10    -0.7295    0.1635    +0.5759    0.0027      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       11    -0.4855    0.0523    +0.4047    0.0052      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       12    -0.5868    0.0471    -0.1031    0.0065      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       13    -0.3170    0.0863    -0.0751    0.0053      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       14    -0.8417    0.0553    +0.0698    0.0047      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       15    -2.4031    0.0103    +0.0464    0.0045      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       16    -0.6528    0.0462    +0.2858    0.0037      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       17    +1.0145    0.0783    +0.0072    0.0144      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       18    +1.1451    0.0540    +0.1413    0.0042      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       19    +0.8317    0.0663    +0.2198    0.0022      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       20    -0.4151    0.0637    -0.1121    0.0059      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       21    -0.1394    0.1230    +0.0760    0.0033      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       22    +0.3409    0.0311    -0.2227    0.0081      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       23    +1.2609    0.0467    +0.0640    0.0029      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       24    +0.1500    0.1056    +0.0601    0.0144      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       25    -0.3893    0.0685    +0.4717    0.0008      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       26    -0.8367    0.1356    +0.1772    0.0044      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       27    +0.2061    0.0950    -0.1419    0.0137      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       28    -0.4046    0.0427    -0.8911    0.0043      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       29    +0.8155    0.0867    -0.0222    0.0027      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       30    +0.9303    0.0232    +0.1235    0.0018      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       31    -0.3050    0.0528    -0.1376    0.0078      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       32    -0.3894    0.0035    -0.1608    0.0062      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       33    -2.2273    0.0585    -0.3012    0.0055      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       34    -2.6275    0.0051    +0.3298    0.0247      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  bpcal       35    +0.7595    0.1047    -0.2529    0.0183      2

REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         0    +0.1093    0.0437    -0.1079    0.0018      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         1    +0.2191    0.0412    +0.0141    0.0008      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         2    -0.5660    0.0234    +0.0345    0.0049      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         3    +0.0351    0.0371    -0.0120    0.0032      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         4    -0.3397    0.1143    +0.0311    0.0049      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         5    -0.8134    0.0046    +0.0511    0.0001      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         6    -0.9097    0.0670    -0.0183    0.0016      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         7    -0.5836    0.1525    -0.0077    0.0003      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         8    -0.6008    0.1515    -0.0369    0.0004      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal         9    -1.0315    0.0537    -0.0073    0.0087      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        10    -0.7231    0.1494    +0.0094    0.0048      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        11    -0.4284    0.0338    +0.0391    0.0011      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        12    -0.5677    0.0297    -0.0819    0.0021      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        13    -0.2968    0.1079    -0.0263    0.0008      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        14    -0.8277    0.0502    -0.0236    0.0045      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        15    -2.3872    0.0223    +0.0234    0.0015      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        16    -0.6499    0.0418    +0.0284    0.0015      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        17    +1.0225    0.0876    +0.0554    0.0011      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        18    +1.1444    0.0445    -0.0420    0.0004      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        19    +0.8407    0.0709    -0.0255    0.0017      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        20    -0.4170    0.0519    -0.0004    0.0012      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        21    -0.1389    0.1190    +0.0636    0.0028      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        22    +0.3451    0.0339    +0.0781    0.0028      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        23    +1.2607    0.0349    +0.0568    0.0001      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        24    +0.1369    0.0754    -0.0255    0.0042      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        25    -0.4011    0.0773    -0.0179    0.0041      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        26    -0.8383    0.1298    +0.0013    0.0015      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        27    +0.2039    0.0917    +0.0415    0.0026      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        28    -0.4206    0.0283    +0.0097    0.0029      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        29    +0.8047    0.0942    +0.0181    0.0008      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        30    +0.9226    0.0167    -0.0330    0.0045      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        31    -0.3023    0.0481    +0.0189    0.0034      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        32    -0.4104    0.0016    +0.0170    0.0061      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        33    -2.2115    0.0656    +0.0477    0.0025      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        34    -2.6291    0.0163    +0.0647    0.0038      2
REF_1612-28               closepack36         5241     920.5     0.9000     45.0      0.0  lcal        35    +0.7533    0.1068    +1.0907    0.0223      2

